"STUDYID","StudySpecies","USUBJID","Treatment","TreatmentDose","TRTDOSrank","MISTRESC","Count","SPECIES","Present"
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4101","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4102","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4103","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4103","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4103","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4103","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4103","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4104","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4104","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4104","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4104","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4104","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4105","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4105","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4105","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4105","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4105","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4106","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4107","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4108","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4109","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-4110","PCDRUG","PCDRUG 200 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
